uid,city,state,age_range_id,latitude,longitude,si_rank,se_rank,cs_rank,rt_rank,overall_rank
270,Madurai,Tamil Nadu,0,9.9333,78.1167,15.3996,72.4574,11.0901,9.3022,27.0623
271,Ozhukarai,Puducherry,2,11.9489,79.7121,85.2528,54.0132,62.0813,33.8139,58.7903
272,Agra,Uttar Pradesh,2,27.1833,78.0167,26.9987,51.009,75.4132,52.6002,51.5053
273,Delhi,Delhi,2,28.6667,77.4333,70.5273,66.315,20.4996,48.4857,51.4569
274,Meerut,Uttar Pradesh,2,28.9833,77.7,46.8493,69.9496,42.6496,65.9532,56.3504
275,Surat,Gujarat,2,20.9667,72.9,55.6439,64.0674,42.9829,40.7418,50.859
276,Siliguri,West Bengal,2,26.7161,88.4236,41.5775,68.4731,74.7546,22.9747,51.945
277,Gulbarga,Karnataka,2,17.3333,76.8333,82.8158,57.163,57.3075,32.7923,57.5196
278,Jhansi,Uttar Pradesh,2,25.4333,78.5833,43.6536,66.6818,40.0296,75.9759,56.5852
279,New Delhi,Delhi,1,28.6,77.2,66.2341,53.7618,23.2481,51.3324,48.6441
280,North Dumdum,West Bengal,2,22.6521,88.4191,77.0678,40.7122,64.1777,35.5244,54.3705
281,Katihar,Bihar,1,25.5333,87.5833,36.5961,33.3548,80.3485,31.3179,45.4043
282,Shivamogga (Shimoga),Karnataka,2,13.9299,75.5681,30.0318,65.0407,61.3116,67.8678,56.063
283,Jalna,Maharashtra,1,24.0988,79.2137,46.5959,51.3516,69.3101,22.0822,47.3349
284,Karnal,Haryana,2,29.6833,76.9833,58.0684,66.8693,82.3897,27.332,58.6649
285,Udaipur,Rajasthan,2,26.6978,79.9216,59.8572,76.188,58.2392,58.3136,63.1495
286,Coimbatore,Tamil Nadu,0,10.9925,76.9614,24.1508,15.6464,21.2248,39.1006,25.0307
287,Gopalpur,West Bengal,2,24.8333,87.8,39.5259,60.5883,86.2,35.1178,55.358
288,Thanjavur,Tamil Nadu,2,10.8,79.15,33.3318,52.2681,89.0905,54.3574,57.2619
289,Firozabad,Uttar Pradesh,1,27.15,78.4167,49.6541,52.0057,38.1095,22.1462,40.4789
290,Solapur,Maharashtra,2,17.6833,75.9167,66.0652,32.9871,39.2235,73.602,52.9694
291,Thane,Maharashtra,2,19.2,72.9667,83.6559,43.3256,49.8721,59.6133,59.1167
292,Haridwar,Uttarakhand,2,29.9667,78.1667,53.2335,59.7291,68.2053,23.435,51.1507
293,Jammu,Jammu and Kashmir,2,32.7333,74.8667,68.2177,67.872,61.9705,53.959,63.0048
294,Indore,Madhya Pradesh,1,22.7167,75.8333,39.4767,33.1684,20.6075,71.0406,41.0733
295,Mira-Bhayandar,Maharashtra,3,19.2952,72.8544,73.4286,70.5901,83.473,62.04,72.3829
296,Ujjain,Madhya Pradesh,0,11.25,75.7667,24.9544,5.6323,39.7516,25.7956,24.0335
297,Bangalore,Karnataka,2,12.9833,77.5833,74.8477,76.6207,32.3698,58.79,60.657
298,Noida,Uttar Pradesh,0,28.5726,77.3548,31.5363,32.3114,24.2777,29.8789,29.5011
299,Lucknow,Uttar Pradesh,0,26.85,80.9167,31.5607,15.2722,16.1913,57.1133,30.0344
300,Srinagar,Jammu and Kashmir,0,30.2167,78.7833,12.6674,24.4274,57.7932,12.1668,26.7637
301,Mau,Uttar Pradesh,2,25.9417,83.5611,51.0208,23.0889,88.0357,42.6629,51.2021
302,Malegaon,Maharashtra,2,20.55,74.5333,47.8732,52.5567,60.971,41.6884,50.7723
303,Kadapa,Andhra Pradesh,2,14.4667,78.8167,75.6802,61.8826,28.9704,88.107,63.66
304,Bhatpara,West Bengal,2,22.8714,88.4089,55.1094,59.6904,86.8047,64.6428,66.5618
305,Sagar,Madhya Pradesh,2,22.0667,82.0,64.223,67.9008,76.9935,37.5721,61.6724
306,Ambernath,Maharashtra,3,19.2016,73.2005,85.6826,65.862,79.2329,49.2372,70.0037
307,Jamshedpur,Jharkhand,1,22.8,86.1833,69.6248,63.5022,17.4328,29.3737,44.9834
308,Salem,Tamil Nadu,2,15.7,73.9167,76.5562,80.6021,50.7739,58.0127,66.4862
309,Nagpur,Maharashtra,2,23.3,82.3,61.2586,66.5283,32.6069,52.2377,53.1579
310,Ajmer,Rajasthan,0,26.45,74.6333,56.0225,32.8097,0.9882,21.1439,27.7411
311,Durgapur,West Bengal,2,24.75,87.7333,65.7385,42.6477,69.748,30.1994,52.0834
312,Davanagere,Karnataka,1,14.4597,75.929,26.6797,79.4697,20.3464,39.9293,41.6063
313,Tumkur,Karnataka,1,13.3422,77.1017,48.7831,72.1231,22.9023,33.8743,44.4207
314,Farrukhabad,Uttar Pradesh,2,27.4,79.5667,88.5499,50.5607,33.3544,37.0019,52.3667
315,Visakhapatnam,Andhra Pradesh,0,17.7,83.3,42.6014,31.6984,25.5385,46.5653,36.6009
316,Dewas,Madhya Pradesh,3,22.9667,76.0667,85.8858,55.8218,68.8345,78.0957,72.1595
317,Jodhpur,Rajasthan,1,26.2867,73.03,38.7482,81.4666,23.6801,53.4852,49.345
318,Saharanpur,Uttar Pradesh,2,29.9667,77.55,50.1265,86.8966,37.5344,62.7684,59.3315
319,Karawal Nagar,Delhi,2,28.7283,77.2769,46.3922,72.3128,60.4081,45.5483,56.1653
320,Sonipat,Haryana,2,28.9833,77.0167,80.2986,34.0917,59.9225,28.408,50.6802
321,Sangli-Miraj & Kupwad,Maharashtra,1,16.8604,74.5655,17.4445,54.0657,49.4888,61.6307,45.6574
322,Loni,Uttar Pradesh,2,28.75,77.2833,67.8811,68.954,71.4828,51.4866,64.9511
323,Meerut,Uttar Pradesh,2,8.7333,77.7,77.5552,56.0014,81.5173,46.982,65.514
324,Bikaner,Rajasthan,1,28.0167,73.3,38.5315,69.1066,3.0134,69.2736,44.9813
325,Jamnagar,Gujarat,2,22.4667,70.0667,65.1644,43.3223,54.4805,63.3661,56.5833
326,Ambattur,Tamil Nadu,2,13.0767,80.0886,53.3908,52.5789,43.3894,60.5246,52.4709
327,Rohtak,Haryana,2,28.9,76.5667,29.7612,41.9749,76.9079,65.4019,53.5114
328,Bhavnagar,Gujarat,2,21.7667,72.15,66.2156,52.9956,39.0225,60.0063,54.56
329,Ahmednagar,Maharashtra,1,19.0833,74.7333,54.1792,50.2056,31.1069,57.1975,48.1723
330,Rajahmundry,Andhra Pradesh,0,16.9833,81.7833,23.5206,33.3706,9.9814,33.6338,25.1266
331,Aligarh,Uttar Pradesh,1,27.8833,78.0833,22.8299,28.9598,39.6153,70.4518,40.4642
332,Howrah,West Bengal,1,22.5892,88.3103,71.5296,56.2207,66.1962,5.2068,49.7883
333,Brahmapur,Orissa,2,19.3167,84.7833,77.6993,70.0215,82.6366,39.4189,67.4441
334,Faridabad,Haryana,0,28.4333,77.3167,21.1283,62.9891,23.6178,40.3943,37.0324
335,Muzaffarnagar,Uttar Pradesh,0,29.4667,77.6833,5.2146,30.2056,11.8323,34.7803,20.5082
336,South Dumdum,West Bengal,2,22.61,88.4,72.4175,89.6542,63.2412,41.971,66.821
337,Patiala,Punjab,1,30.3267,76.4003,24.4958,38.5511,25.2681,72.9252,40.31
338,Navi Mumbai,Maharashtra,2,19.033,73.0297,47.3518,68.3078,62.975,30.3121,52.2367
339,Karimnagar,Telangana,2,27.7974,79.2581,83.2579,54.4163,83.9502,32.0891,63.4284
340,Kota,Rajasthan,2,29.8253,78.6714,67.8981,79.0751,21.2762,89.2593,64.3772
341,Ratlam,Madhya Pradesh,1,23.3167,75.0667,26.5799,80.1746,38.7816,47.9034,48.3599
342,Durg,Chhattisgarh,3,21.1833,81.2833,58.17,85.7734,85.8957,89.0922,79.7328
343,Korba,Chhattisgarh,1,22.35,82.6833,38.4648,66.4627,31.7455,47.347,46.005
344,Khammam,Telangana,1,17.25,80.15,21.8558,80.8176,47.1212,45.8609,48.9139
345,Barasat,West Bengal,1,22.6842,88.4411,47.0932,11.4226,69.8444,40.9607,42.3302
346,Muzaffarpur,Bihar,2,26.1167,85.4,68.2593,71.2171,42.9191,70.335,63.1826
347,Ujjain,Madhya Pradesh,1,23.1833,75.7667,33.054,35.0151,54.7004,72.9352,48.9262
348,Rajpur Sonarpur,West Bengal,3,22.4491,88.3915,83.4941,89.6627,70.4174,43.7224,71.8242
349,Tiruvottiyur,Tamil Nadu,2,13.1578,80.3042,49.8261,88.253,86.793,54.3866,69.8147
350,Dehradun,Uttarakhand,2,30.3256,78.0437,26.1789,80.5099,62.8738,54.9462,56.1272
351,Bhiwandi,Maharashtra,1,19.3,73.0667,79.9245,46.0027,26.4533,39.1639,47.8861
352,Bhopal,Madhya Pradesh,2,23.2667,77.4,25.0737,60.4241,89.6088,34.2963,52.3507
353,Rewa,Madhya Pradesh,0,27.9161,79.0231,60.393,28.7408,25.4893,41.6793,39.0756
354,Kolkata,West Bengal,2,22.5697,88.3697,67.4982,77.9894,63.4999,52.2506,65.3095
355,Warangal,Telangana,2,18.0,79.5833,47.0909,66.8729,31.2304,64.6383,52.4581
356,Etawah,Uttar Pradesh,2,26.7769,79.0239,34.5996,41.2444,84.5407,46.1313,51.629
357,Gwalior,Madhya Pradesh,2,26.2236,78.1792,41.7799,88.6243,69.2503,52.7031,63.0894
358,Begusarai,Bihar,2,25.4167,86.1333,68.8271,61.0616,32.3443,49.3602,52.8983
359,Nizamabad,Telangana,1,26.0506,83.0589,34.5372,79.3229,31.7051,29.1415,43.6767
360,Tiruchirappalli,Tamil Nadu,0,10.805,78.6856,21.2522,46.6786,43.5987,30.8938,35.6058
361,Bardhaman,West Bengal,2,23.2406,87.8694,21.8264,58.3565,69.4078,63.4398,53.2576
362,Ranchi,Jharkhand,1,23.35,85.3333,66.009,43.5274,19.3494,62.994,47.9699
363,Bareilly,Uttar Pradesh,1,28.35,79.4167,30.7787,85.6205,29.7824,40.5196,46.6753
364,Asansol,West Bengal,0,24.2333,87.2833,17.3643,42.1938,19.8873,70.9851,37.6076
365,Bhagalpur,Bihar,2,26.1697,83.8728,78.2233,77.3566,65.6501,52.8257,68.5139
366,Nellore,Andhra Pradesh,0,14.4333,79.9667,30.9584,27.2472,72.5608,27.9974,39.691
367,Jalandhar,Punjab,1,23.9,78.4333,23.4588,75.9753,20.4915,46.7445,41.6675
368,Bhubaneswar,Orissa,1,20.5,85.8333,48.061,37.7135,31.3641,82.8484,49.9968
369,Chandigarh,Chandigarh,2,30.7343,76.7933,61.3813,62.7258,57.4702,56.7221,59.5748
370,Bijapur,Karnataka,0,18.8,80.8167,38.7873,50.2924,20.4739,32.2086,35.4406
371,Jaipur,Rajasthan,0,23.7333,86.85,40.2733,55.7993,61.9498,0.4914,39.6285
372,Hapur,Uttar Pradesh,2,28.7167,77.7833,89.2235,29.0568,37.2535,67.2119,55.6864
373,Mirzapur,Uttar Pradesh,2,25.15,82.5833,79.2833,76.2886,55.6125,55.1559,66.5851
374,Maheshtala,West Bengal,0,22.5086,88.2532,31.6569,55.519,31.9033,22.3221,35.3503
375,Kirari Suleman Nagar,Delhi,2,28.7016,77.0478,38.945,85.5044,59.8253,76.8657,65.2851
376,Kolhapur,Maharashtra,2,16.7,74.2167,46.8947,86.9945,23.4861,74.9652,58.0851
377,Jalgaon,Maharashtra,2,21.0486,76.5344,70.1667,62.185,25.9505,44.0485,50.5877
378,Gurgaon,Haryana,1,27.6928,79.6766,30.3795,44.1165,65.775,58.4531,49.681
379,Mysore,Karnataka,0,12.3072,76.6497,33.7746,31.2445,35.8082,32.7863,33.4034
380,Vizianagaram,Andhra Pradesh,2,18.1167,83.4167,73.9457,80.3471,57.2734,25.888,59.3636
381,Hubballi-Dharwad,Karnataka,2,15.3647,75.124,77.611,53.7674,76.0243,22.8105,57.5533
382,Thoothukudi,Tamil Nadu,2,8.7833,78.1333,21.9271,51.8346,75.9861,73.63,55.8444
383,Pune,Maharashtra,1,18.5333,73.8667,73.392,22.9043,26.2575,38.2919,40.2114
384,Bokaro,Jharkhand,2,23.7833,85.9667,45.4201,79.6118,77.2938,50.9601,63.3215
385,Ludhiana,Punjab,0,30.9,75.85,2.861,37.3887,34.5796,48.0396,30.7172
386,Vadodara,Gujarat,1,22.3,73.2,44.1252,59.6884,60.3573,23.9687,47.0349
387,Bulandshahr,Uttar Pradesh,2,28.4,77.85,63.6129,78.8831,72.9503,23.9701,59.8541
388,Vasai-Virar,Maharashtra,1,19.4259,72.8225,50.5316,25.2885,87.3751,21.4369,46.158
389,Ajmer,Rajasthan,1,25.35,74.6333,21.9219,45.8117,56.7442,69.1731,48.4127
390,Darbhanga,Bihar,2,26.1667,85.9,51.5475,56.9297,51.4563,68.939,57.2181
391,Bathinda,Punjab,2,30.2081,74.9485,74.7604,39.8295,42.3441,60.0651,54.2498
392,Pali,Rajasthan,2,29.85,78.5439,31.773,78.2026,61.9109,65.3313,59.3044
393,Hisar,Haryana,2,29.1667,75.7167,58.3563,57.8974,45.5981,73.9075,58.9398
394,Jabalpur,Madhya Pradesh,1,23.1667,79.95,5.8129,63.1925,54.8753,45.8085,42.4223
395,Dhanbad,Jharkhand,2,23.8,86.45,77.7639,71.5914,36.4016,22.9445,52.1754
396,Rampur,Uttar Pradesh,2,23.2833,85.4333,60.7801,60.4261,40.5331,85.0351,61.6936
397,Junagadh,Gujarat,2,21.5167,70.4667,39.5123,86.2766,50.0446,75.9766,62.9525
398,Dhule,Maharashtra,2,20.9,74.7833,41.9516,57.1845,35.6192,85.0482,54.9508
399,Panipat,Haryana,1,29.3889,76.9681,28.8102,67.1189,50.8672,33.8518,45.162
400,Latur,Maharashtra,1,18.4,76.5833,44.4504,69.4907,29.0472,41.6532,46.1604
